"Georgetown, Canada",ERROR,ERROR
"Indian Grove, MO",39.51055556,-93.035
"El Dorado, MO",ERROR,ERROR
"West Oak Lane, PA",ERROR,ERROR
"Shanghai, Shanghai, CN",ERROR,ERROR
"French, NM",ERROR,ERROR
"Ryansville, KS",ERROR,ERROR
"Lindsay, Canada",ERROR,ERROR
"Paramaribo, PM, SR",ERROR,ERROR
"Palmetto Bay, FL",25.627186111,-80.320702777
"Tukwila, WA",47.478333333,-122.275555555
"County, NC",ERROR,ERROR
"Coalmont, Canada",ERROR,ERROR
"Fairport, CA",41.985277777,-120.321944444
"Castor, Canada",ERROR,ERROR
"Ingram, WI",45.5058,-90.8164
"Wrexham, United Kingdom",ERROR,ERROR
"St. Paul, NE",41.213611111,-98.46
"Center Grove, IN",39.5773,-86.1971
"Malad, ID",42.19083,-112.24917
"Yazoo, MS",ERROR,ERROR
"County, OK",ERROR,ERROR
"Miami Shores, FL",25.865238888,-80.188333333
"Houlton, OR",ERROR,ERROR
"Aylesworth, OK",34.02805556,-96.62666667
"New Denver, Canada",ERROR,ERROR
"Nevada, CA",ERROR,ERROR
"Gayoso, MO",36.25611111,-89.705
"West Virginia City, SD",ERROR,ERROR
"Hiawatha, NE",ERROR,ERROR
"Brush Creek, IA",ERROR,ERROR
"Wayne, KS",39.7147,-97.5419
"Quebec, Canada",52.0,-72.0
"Sheridan, NE",38.8981,-119.823
"Cinnaminson, NJ",40.0002,-74.9916
"Saint Johns, Canada",ERROR,ERROR
"Gettysburg, KS",ERROR,ERROR
"Berry's Station, KY",ERROR,ERROR
"Walnut Park, CA",33.968888888,-118.223888888
"Keesler Army Airfield, MS",ERROR,ERROR
"County, IL",ERROR,ERROR
"Lakewood, CO",39.706389,-105.102778
"Howland, OH",ERROR,ERROR
"Leonard Town, MD",38.295277777,-76.638055555
"Jerome, KS",38.74722222,-100.52722222
"Looney, OK",ERROR,ERROR
"Silver Reef, UT",37.25277778,-113.36777778
"Shoal Lake, Canada",ERROR,ERROR
"White Oaks, NM",33.7475,-105.736389
"San Acacio, NM",ERROR,ERROR
"Potttstown, PA",ERROR,ERROR
"Du Buque, WI",ERROR,ERROR
"Feldkirch, Austria",ERROR,ERROR
"Reefton, New Zealand",ERROR,ERROR
"St Helens, OR",ERROR,ERROR
"Crieff, United Kingdom",ERROR,ERROR
"LaGrange, KY",ERROR,ERROR
"Wilsonton, KS",ERROR,ERROR
"Lackawanna, NY",42.819444444,-78.825555555
"Garrison, KS",ERROR,ERROR
"Admiral, MD",ERROR,ERROR
"Swan Lake, SD",ERROR,ERROR
"Union, CA",38.3214,-122.31
"Hadley, Canada",ERROR,ERROR
"Coakerville, Canada",ERROR,ERROR
"Cortlandt, NY",41.261388888,-73.9025
"Munson, Canada",ERROR,ERROR
"Motueka, New Zealand",ERROR,ERROR
"Heart Mountain, WY",ERROR,ERROR
"Girard, AL",32.4567,-85.0044
"Conway, IA",40.748611111,-94.619444444
"Orwell, KS",ERROR,ERROR
"Williamsbueg, OH",ERROR,ERROR
"Demersville, MT",ERROR,ERROR
"Weir City, KS",ERROR,ERROR
"Fort MacLeod, Canada",ERROR,ERROR
"Amache, CO",ERROR,ERROR
"Whitewood, Canada",ERROR,ERROR
"Limerick, PA",ERROR,ERROR
"Ewington, IL",ERROR,ERROR
"University Place, NE",ERROR,ERROR
"Voree, WI",42.6824,-88.3059
"Napier Field, AL",31.315265,-85.45434
"Hyde Park, IL",ERROR,ERROR
"Lee's Summit, MO",38.9225,-94.374166666
"White Bluffs, WA",46.6665,-119.485
"Prestonburg, KY",ERROR,ERROR
"Good Hope, LA",29.991388888,-90.400555555
"Consort, Canada",ERROR,ERROR
"Jefferson, OK",36.719166666,-97.790555555
"Laredo, MT",48.719444444,-110.475
"Ngaruawahia, New Zealand",ERROR,ERROR
"CLINTON County, OH",39.41498,-83.80838
"Mcleansboro, IL",38.0901838,-88.5386768
"Kearny, KS",ERROR,ERROR
"Port Wallaroo, Australia",ERROR,ERROR
"McGregor, IA",43.021944444,-91.179722222
"Njardvik, Iceland",ERROR,ERROR
"Borough Of Canterbury, United Kingdom",ERROR,ERROR
"Austin, IL",41.9,-87.76
"Mt. Gilead, OH",ERROR,ERROR
"Brainerd, KS",37.9511,-97.0953
"Cane Hill, AR",ERROR,ERROR
"Animas Forks, CO",37.9308,-107.567
"Saratoga Park, KS",ERROR,ERROR
"Tulln, Austria",ERROR,ERROR
"Niskayuna, NY",42.7798,-73.84568
"Greene, MS",31.22,-88.64
"Powlett, Australia",ERROR,ERROR
"Boone, IN",40.05,-86.47
"Red Fork, OK",36.105555555,-96.024444444
"Terry, KS",ERROR,ERROR
"Ashford, NE",41.641,-103.675
"McCook, NE",40.205277777,-100.626111111
"Midwest City, OK",35.4495,-97.396694444
"Gould, KS",ERROR,ERROR
"Oak Hill, WV",37.982777777,-81.145277777
"Mt. Laurel, NJ",ERROR,ERROR
"West Reading, PA",40.3342,-75.9467
"Denbigh, United Kingdom",ERROR,ERROR
"L' Anse, MI",ERROR,ERROR
"DeLamar, ID",ERROR,ERROR
"Hastings-on-Hudson, NY",40.991111111,-73.874166666
"Birtle, Canada",ERROR,ERROR
"Fort Wrangel, AK",ERROR,ERROR
"Grindavik, Iceland",ERROR,ERROR
"Santee, NE",42.8386,-97.8531
"DeKalb, MO",ERROR,ERROR
"Dover-Foxcroft, ME",45.186111111,-69.220277777
"Highland Park, TX",32.830277777,-96.801111111
"SUSSEX County, NJ",41.14,-74.69
"Village of Pulaski, Oswego Co",ERROR,ERROR
"Cork, Cork, Ireland",ERROR,ERROR
"Havelock, NE",46.0,-65.317
"Argentine, KS",39.075,-94.6725
"North Hills, PA",40.1126,-75.1695
"Fornfelt, MO",ERROR,ERROR
"L''Anse, MI",ERROR,ERROR
"Red Butte, WY",42.806388888,-106.432777777
"Tioga, KS",ERROR,ERROR
"Garfield, UT",37.87,-111.44
"Te Miro, New Zealand",ERROR,ERROR
"Roscoe, KS",39.48083333,-99.76944444
"Dillon, KS",38.6936,-97.1469
"Bull City, KS",ERROR,ERROR
"Sunshine, CO",40.0658,-105.367
"Murray, UT",40.6525,-111.893333333
"DeLand, FL",29.028947222,-81.300447222
"Cape Ann, MA",ERROR,ERROR
"Port Phillip, Australia",ERROR,ERROR
"Cotton Gin, TX",ERROR,ERROR
"Dentonia, KS",39.68388889,-98.4675
"Lawson, Canada",ERROR,ERROR
"Strathcona, Canada",ERROR,ERROR
"Carlton, OK",ERROR,ERROR
"Burien, WA",47.468333333,-122.345555555
"Prairie View, AR",35.3344,-93.5181
"County, CT",ERROR,ERROR
"Brigus, Canada",ERROR,ERROR
"Thompsonville, CT",41.996944444,-72.598888888
"Echo PO, Port Jefferson NY",ERROR,ERROR
"McQueen, OK",34.6667,-99.7017
"Yorksville, IL",ERROR,ERROR
"Primos, PA",ERROR,ERROR
"Beaver Falls, MN",44.58305556,-95.04722222
"Loyal, KS",ERROR,ERROR
"Clatsop, OR",ERROR,ERROR
"Sherman Center, KS",ERROR,ERROR
"Bustleton, PA",40.0991,-75.0436
"Cambridge, TX",ERROR,ERROR
"Richmond, OK",ERROR,ERROR
"Bonnet Carre, LA",ERROR,ERROR
"Homerville, NE",ERROR,ERROR
"St. Benedict, OR",45.0571,-122.774
"Mount Olive, NJ",40.8658,-74.743
"Dakota, OH",ERROR,ERROR
"San Marcial, NM",33.7001,-106.987
"Alexandra, New Zealand",-45.249166666,169.379722222
"Byrnes Mill, MO",38.4353,-90.5739
"Clyde, New Zealand",-45.191,169.327
"Carlow, Carlow, Ireland",ERROR,ERROR
"Gravesville, WI",ERROR,ERROR
"County, RI",ERROR,ERROR
"St. Helens, OR",45.859444444,-122.816944444
"DeKalb, IL",41.931388888,-88.750277777
"Lindsey, KS",39.0937,-97.6781
"Lakemp, OK",ERROR,ERROR
"Lasker, NC",36.35,-77.305555555
"Palmetto City, KS",ERROR,ERROR
"Flat River, MO",ERROR,ERROR
"Bacone, OK",ERROR,ERROR
"Ashbourne, United Kingdom",ERROR,ERROR
"Arizola, AZ",32.85111111,-111.71416667
"Apple Valley, MN",44.731944444,-93.2175
"Sterling Rock Falls, IL",ERROR,ERROR
"Cresent City, CA",ERROR,ERROR
"Tysons, VA",38.9186,-77.2297
"De Kalb, IL",41.931388888,-88.750277777
"Union, NY",42.867777777,-75.887222222
"Glen's Falls, NY",ERROR,ERROR
"Oakland, KS",ERROR,ERROR
"St. Robert, MO",37.8244,-92.1336
"Blaine, KS",39.4967,-96.4031
"Tyrone City, PA",ERROR,ERROR
"Cloverdale, Canada",ERROR,ERROR
"Weston, Canada",ERROR,ERROR
"St. James, MO",37.9989,-91.6164
"Arkalon, KS",37.14305556,-100.8075
"Mexico, NM",ERROR,ERROR
"Bellevue, LA",32.67333333,-93.52222222
"Oceanus, NY",ERROR,ERROR
"100 Mile House, Canada",ERROR,ERROR
"Lucy, LA",30.046666666,-90.5075
"New Decatur, AL",ERROR,ERROR
"Los Cerrillos, NM",35.4372,-106.127
"Armourdale City, KS",ERROR,ERROR
"Marion Centre, KS",ERROR,ERROR
"Bodarc, NE",ERROR,ERROR
"Cherry Point MCAS, NC",ERROR,ERROR
"Yeager, OK",35.157222222,-96.340277777
"Van Ettenville, NY",ERROR,ERROR
"Greensboro, MS",ERROR,ERROR
"Rivers, Canada",ERROR,ERROR
"Mcgregor, IA",43.021944444,-91.179722222
"Maryfield, Canada",ERROR,ERROR
"Wyoming, NE",40.7356,-95.9194
"Paeroa, New Zealand",ERROR,ERROR
"Bella Coola, Canada",ERROR,ERROR
"Quinlan, OK",36.4544,-99.0453
"Beaverton, New Zealand",ERROR,ERROR
"Boone, NE",41.6264,-97.9175
"Irma, Canada",ERROR,ERROR
"Whitehall, LA",30.288611111,-90.700277777
"Clarksville, OK",35.8256,-95.5142
"Rocky Bar, ID",43.6892,-115.29
"Fontanelle, NE",41.406388888,-95.996388888
"County, KY",ERROR,ERROR
"Mccallsburg, IA",42.16611,-93.39028
"Westport, MO",ERROR,ERROR
"LaGrange, GA",33.03929,-85.03133
"Mitchellville, KS",ERROR,ERROR
"Benton, OK",ERROR,ERROR
"Clutha, New Zealand",ERROR,ERROR
"Miller, OH",38.536388888,-82.301944444
"Sequachee, TN",ERROR,ERROR
"Midway, Canada",ERROR,ERROR
"Opa-Locka, FL",25.901666666,-80.250833333
"Baku, AZE, AZ",ERROR,ERROR
"Mt Vernon, IL",ERROR,ERROR
"Hartland, KS",ERROR,ERROR
"St. Petersburg, FL",27.773055555,-82.64
"Grandview, Canada",ERROR,ERROR
"East Orange, IA",ERROR,ERROR
"Glenora, Canada",ERROR,ERROR
"Voorhees, KS",37.0611,-101.42
"Fernandina, FL",ERROR,ERROR
"Cascade, SD",ERROR,ERROR
"Millstone, NJ",40.499166666,-74.588611111
"Grand Rapids, WI",44.367222222,-89.773333333
"Middletown-Point, NJ",ERROR,ERROR
"Camp Douglas, UT",ERROR,ERROR
"LaPorte, PA",41.423333333,-76.490833333
"White Rock, KS",39.8861,-97.9322
"M'Grawville, NY",ERROR,ERROR
"Newcastle upon Tyne, United Kingdom",ERROR,ERROR
"St. Louis, MO",38.626388888,-90.199444444
"Cary Grove, IL",ERROR,ERROR
"Lima, IN",ERROR,ERROR
"Algiers, LA",29.938055555,-90.033055555
"Monte Ne, AR",ERROR,ERROR
"Queens, NY",40.704166666,-73.917777777
"College View, NE",40.7722,-96.6522
"Surprise, KS",ERROR,ERROR
"McFarland, WI",43.01833,-89.29111
"Eastend, Canada",ERROR,ERROR
"Armada, NE",ERROR,ERROR
"Overland, MO",38.699166666,-90.367777777
"County, AK",ERROR,ERROR
"Kaslo, Canada",ERROR,ERROR
"North La Crosse, WI",ERROR,ERROR
"Merwin, MO",38.40472,-94.59
"Chant, OK",ERROR,ERROR
"Indianola, TX",28.511944444,-96.4875
"Baldwin, KS",38.7775,-95.1875
"Daytona, FL",ERROR,ERROR
"Belfast, UU, NIR",ERROR,ERROR
"Elk, KS",38.4167,-96.8167
"West Haven, KS",ERROR,ERROR
"Mcconnellsburg, PA",39.9325,-77.99583
"Buenos Aires, BA, AR",ERROR,ERROR
"Hot Springs, AK",ERROR,ERROR
"Marysville, Canada",ERROR,ERROR
"Chloride, NM",33.33861111,-107.67777778
"County, MO",ERROR,ERROR
"Beaver Dam, NC",ERROR,ERROR
"Wilson Creek, Canada",ERROR,ERROR
"McAlester, OK",34.933055555,-95.766388888
"L Anse, MI",46.756666666,-88.453333333
"Yarmouthport, MA",41.7047,-70.2208
"Booyoolee, Australia",ERROR,ERROR
"Millbrook, KS",39.35,-99.8697
"Edgewater ie Staten Island, NY",ERROR,ERROR
"Cucamonga, CA",ERROR,ERROR
"Crofton, Canada",ERROR,ERROR
"Viscount, Canada",ERROR,ERROR
"Cundiff, KS",ERROR,ERROR
"Oleta, OK",34.1994,-95.3439
"Belfast, Australia",ERROR,ERROR
"Augustine, KS",ERROR,ERROR
"County, WY",ERROR,ERROR
"Oronoque, KS",39.7889,-100.025
"Eagle City, AK",ERROR,ERROR
"Walton-on-Thames, United Kingdom",ERROR,ERROR
"Loverna, Canada",ERROR,ERROR
"St. Genevieve, MO",ERROR,ERROR
"Ardmore-Wayne, PA",ERROR,ERROR
"Camas, MT",47.61805556,-114.65611111
"Lafayette, GA",34.7048022,-85.2818998
"Greene, NC",ERROR,ERROR
"St. Ives, Cornwall, England",ERROR,ERROR
"St. Peter, MN",44.325833333,-93.955833333
"Burr Ridge, IL",41.74892,-87.91839
"East Ely, NV",ERROR,ERROR
"Queenstown, New Zealand",-45.031111111,168.6625
"Queen Charlotte, Canada",ERROR,ERROR
"Bloom, KS",37.486388888,-99.896111111
"Akranes, Iceland",ERROR,ERROR
"Mount Zion, IL",39.778055555,-88.878611111
"Goodrich, KS",38.28475,-94.99191
"Colonie, NY",42.71786,-73.83346
"Galloway, NJ",39.492777777,-74.559444444
"McFall, MO",40.11056,-94.22139
"Pores Knob, NC",ERROR,ERROR
"Cedarville, KS",ERROR,ERROR
"County, AL",ERROR,ERROR
"County, IA",ERROR,ERROR
"Okanagan Falls, Canada",ERROR,ERROR
"Sheppard Field, TX",ERROR,ERROR
"Comanche City, KS",ERROR,ERROR
"Scipio, NY",42.803333333,-76.571388888
"Westlake Hills, TX",ERROR,ERROR
"Cresson, KS",39.27777778,-99.58527778
"County, TX",ERROR,ERROR
"Chatham Four Corners, NY",ERROR,ERROR
"Spokane, MT",ERROR,ERROR
"Camp Gruber, OK",ERROR,ERROR
"Vonda, Canada",ERROR,ERROR
"Lac Du Bonnet, Canada",ERROR,ERROR
"Bannock City, ID",ERROR,ERROR
"Plattsburg, MS",ERROR,ERROR
"Hazelton, Canada",ERROR,ERROR
"St. Pauls, NC",34.807222222,-78.972777777
"Upper Township, NJ",39.2581,-74.7269
"Wichita, TX",ERROR,ERROR
"Bashaw, Canada",ERROR,ERROR
"Cañon City, CO",38.4467,-105.228
"Caernarvon, United Kingdom",ERROR,ERROR
"Blakeley, AL",30.742222,-87.924167
"Wabash, NE",40.8864,-96.2544
"Gates, NY",43.149722222,-77.696944444
"Poplar Creek, Canada",ERROR,ERROR
"South Miami, FL",25.710277777,-80.295169444
"Appleton, KS",ERROR,ERROR
"Mt. Vernon, IN",ERROR,ERROR
"Atlin, Canada",ERROR,ERROR
"Mt Pleasant, IA",ERROR,ERROR
"Mexico, IL",41.7936442,-87.691719
"Cornwall, United Kingdom",ERROR,ERROR
"Scranton, MS",ERROR,ERROR
"Jefferson Park, IL",41.98,-87.77
"Ashburton, New Zealand",-43.905555555,171.745555555
"Arbutus, MD",39.2444,-76.6939
"Armourdale, KS",39.0832,-94.6352
"Holly Oak, DE",39.7883,-75.4789
"Densmore, KS",39.638333333,-99.739166666
"Mt. Sterling, OH",ERROR,ERROR
"Dunwoody, GA",33.9428,-84.3178
"County, MI",ERROR,ERROR
"Long Island, NY",40.805805,-73.253616
"Blackburn, OK",36.371666666,-96.596388888
"Sintaluta, Canada",ERROR,ERROR
"Holmesville, NE",40.2014,-96.6589
"Neuchatel, KS",39.5680522,-96.201946
"New Town, GA",34.530555555,-84.905833333
"Robinson, NM",ERROR,ERROR
"Uhrichsville Dennison, OH",ERROR,ERROR
"McCurtain, OK",35.150277777,-94.971388888
"Woodland Park, NJ",40.8899,-74.1946
"Lewisburg, AR",35.14194444,-92.73527778
"Leger, OK",ERROR,ERROR
"Ingersoll, OK",36.796388888,-98.394722222
"Wolseley, Canada",ERROR,ERROR
"St. Anne, IL",41.025,-87.713888888
"Marysville, IA",41.181111111,-92.952222222
"Castle, MT",ERROR,ERROR
"Penn Hills, PA",ERROR,ERROR
"DeWitt, AR",34.291388888,-91.336944444
"Passaic City, NJ",ERROR,ERROR
"Searsburg, VT",42.8930745,-72.9666551
"Elizabethtown, NJ",40.671,-74.211
"Monmouth, NJ",40.262862,-74.277344
"Springvale, KS",ERROR,ERROR
"Monitor, Canada",ERROR,ERROR
"Riverhurst, Canada",ERROR,ERROR
"St. Mary's, MD",ERROR,ERROR
"Lawrence, New Zealand",-45.913,169.689
"Granum, Canada",ERROR,ERROR
"McLoud, OK",35.412222222,-97.098333333
"Ladner, Canada",ERROR,ERROR
"Sterrett, OK",ERROR,ERROR
"Cowles, NE",40.171944444,-98.448055555
"Bellefonte, AR",36.2,-93.046944444
"Campton Hills, IL",41.933888888,-88.401111111
"Rochford, SD",44.124428,-103.7196408
"Davisville, CA",ERROR,ERROR
"Goodnight, OK",35.95138889,-97.14055556
"Bliss, OK",ERROR,ERROR
"Banner City, KS",ERROR,ERROR
"McComb, MS",31.243777777,-90.453166666
"Bliss and Silver Springs, NY",ERROR,ERROR
"Thomas, IL",41.5117,-89.8194
"Swansea, United Kingdom",ERROR,ERROR
"Summitville, CO",ERROR,ERROR
"De Lamar, ID",43.024444,-116.831389
"Central City, SD",44.367222222,-103.769722222
"Barclay, KS",38.5772,-95.8803
"Darrow, OK",ERROR,ERROR
"LaFayette, AL",32.898572,-85.400784
"St. Clairsville, OH",40.0794,-80.9014
"Navarino, WI",44.611111111,-88.491944444
"St. Charles, MO",38.788611111,-90.511666666
"Dover New Philadelphia, OH",ERROR,ERROR
"Crow River, MN",45.2439,-94.7244
"Centenary, IA",ERROR,ERROR
"Ainsworth, Canada",ERROR,ERROR
"Prairieville, WI",ERROR,ERROR
"Centennial, CO",39.596388888,-104.843888888
"Claiborne, AL",31.5402,-87.5155
"St. Tammany County, LA",ERROR,ERROR
"Ashland, OK",34.768055555,-96.069722222
"Suntree, FL",28.2294,-80.9014
"Port Essington, Canada",ERROR,ERROR
"Mesilla, AZ",ERROR,ERROR
"Qu'Appelle, Canada",ERROR,ERROR
"Augusta, OK",ERROR,ERROR
"Jonesboro, TN",ERROR,ERROR
"Rockford, IN",38.9872,-85.8914
"Colony, WY",ERROR,ERROR
"St. Louis Park, MN",44.9486,-93.364875
"Olcott, KS",ERROR,ERROR
"Dorchester, MA",42.316666666,-71.05
"Guertie, OK",ERROR,ERROR
"Blaine, MN",45.1608,-93.23495
"Five Mile Beach, NJ",ERROR,ERROR
"Vermilionville, LA",ERROR,ERROR
"Blue Mountains, Australia",ERROR,ERROR
"Smith Centre, KS",39.7864,-98.7828
"Arrington, KS",39.4628,-95.5364
"Mt. Vernon, MO",ERROR,ERROR
"Millard, NE",41.2094,-96.123
"Hunt, ID",42.6783,-114.25
"Reading, OH",39.2228,-84.4392
"Altona, Germany",ERROR,ERROR
"Waterford-Hickman, CA",ERROR,ERROR
"Little Rock, IL",41.7175,-88.5764
"Salmon City, ID",ERROR,ERROR
"Medan, SB, IDN",ERROR,ERROR
"Crisfield, KS",ERROR,ERROR
"Aventura, FL",25.964444444,-80.135833333
"Marina del Rey, CA",33.979444444,-118.452777777
"Farimont, WV",ERROR,ERROR
"Atolia, CA",35.3147,-117.609
"Elmore, OK",ERROR,ERROR
"Jaqua, KS",39.65472222,-102.03111111
"Frisco, UT",38.4597,-113.259
"Frank, Canada",ERROR,ERROR
"Fairview, Canada",ERROR,ERROR
"Balclutha, New Zealand",-46.241666666,169.733333333
"Milton, New Zealand",-46.1167,169.967
"O'Fallon, IL",38.5975365,-89.9153623
"Spruce, NY",ERROR,ERROR
"Spring Lake, UT",40.000277777,-111.748611111
"Farmer City, KS",38.285555555,-101.193055555
"County, SC",ERROR,ERROR
"Port Albert, New Zealand",-36.2747,174.4301
"Mt Kisco, NY",ERROR,ERROR
"Uniontown, MD",39.5933,-77.1161
"Chestnut Hill, PA",40.7225,-75.206111111
"Coleman, Canada",ERROR,ERROR
"Darlington, OK",ERROR,ERROR
"Radville, Canada",ERROR,ERROR
"St. Stephens, AL",31.540277777,-88.055277777
"County, MN",ERROR,ERROR
"Germantown, PA",39.92055556,-77.54555556
"Pointe a la Hache, LA",29.576388888,-89.791666666
"Brockway Centre, MI",ERROR,ERROR
"Taranaki, New Zealand",ERROR,ERROR
"New Oregon, IA",ERROR,ERROR
"St. Johnsbury, VT",44.4552387,-72.0115463
"Nuyaka, OK",35.6542,-96.1399
"Vanoss, OK",34.76388889,-96.87194444
"Western, IA",ERROR,ERROR
"Petersburg, GA",33.9633,-82.5703
"Kickapoo City, KS",ERROR,ERROR
"North Canaan, CT",42.0225,-73.290833333
"County, WA",ERROR,ERROR
"Sulpher Springs, TX",ERROR,ERROR
"Doniphan, KS",39.641666666,-95.080833333
"Bethany, NE",40.8325,-96.6333
"Big Elk, MT",ERROR,ERROR
"Saint George, Australia",ERROR,ERROR
"Parker, OK",ERROR,ERROR
"Beavercreek, OH",39.7294,-84.0622
"Peachtree Corners, GA",33.975583333,-84.217777777
"Ontonta, NY",ERROR,ERROR
"McCarthy, AK",61.4328,-142.911
"Brighton, UT",40.60384,-111.5821429
"Perinton, NY",43.083333333,-77.433333333
"Greytown, New Zealand",-41.083333333,175.45
"Flekkefjord, 10, NO",ERROR,ERROR
"Agricola, KS",38.4194,-95.535
"Morrissey, Canada",ERROR,ERROR
"Mission Beach, CA",32.776388888,-117.2525
"McArthur, OH",39.24694,-82.47944
"Kenneth, KS",ERROR,ERROR
"DeQueen, AR",ERROR,ERROR
"Silverton, Canada",ERROR,ERROR
"Anglesea, NJ",39.0043,-74.7995
"Plattsburgh, MO",ERROR,ERROR
"West University Place, TX",29.7158,-95.4331
"Arkansas Post, AR",34.023713888,-91.343730555
"Corwin, KS",37.0842,-98.3044
"Fuquay-Varina, NC",35.591944444,-78.788611111
"Bowmanville, Canada",ERROR,ERROR
"Carrollton, AR",36.2625,-93.321944444
"Halls Summit, KS",38.3472,-95.6753
"McGehee, AR",33.625555555,-91.394444444
"Macon, AL",33.73055556,-86.07722222
"Bourne, MA",41.741111111,-70.599444444
"Barksdale Field, LA",ERROR,ERROR
"Mussel Fork, MO",ERROR,ERROR
"County, ID",ERROR,ERROR
"New, York",ERROR,ERROR
"New Liskeard, Canada",ERROR,ERROR
"Blakeman, KS",39.8222,-101.117
"Otero, NM",ERROR,ERROR
"Weathersfield, VT",43.384444444,-72.4625
"Beachmont, MA",42.3958,-70.9869
"Hickory, OK",34.559444444,-96.856944444
"Columbia, Canada",ERROR,ERROR
"Sugden, OK",34.081388888,-97.978611111
"Woodsdale, KS",37.2725,-101.309444444
"Navina, OK",ERROR,ERROR
"Chicago Lawn, IL",41.77,-87.69
"Lenora, OK",36.04111111,-99.06194444
"Vestmannaeyjar, Iceland",ERROR,ERROR
"Mechanicstown, MD",ERROR,ERROR
"Ingalls, OK",36.101666666,-96.881388888
"Shamong, NJ",39.785,-74.7165
"Georgetown, DC",ERROR,ERROR
"Renfrow, OK",36.925277777,-97.655555555
"Newark, NE",40.735277777,-74.185
"Dodsland, Canada",ERROR,ERROR
"Strasbourg, Canada",ERROR,ERROR
"Govan, Canada",ERROR,ERROR
"Unionville, NV",40.4458,-118.122
"Eddy, NM",ERROR,ERROR
"Burnett, NE",ERROR,ERROR
"Lewisboro, NY",41.238055555,-73.5225
"County, MD",ERROR,ERROR
"Gate City, AL",ERROR,ERROR
"McLeansboro, IL",38.0901838,-88.5386768
"Appleton, MO",ERROR,ERROR
"Deseret, UT",39.2875,-112.651
"Marble, CO",39.07222,-107.18944
"Borough Of Hythe, United Kingdom",ERROR,ERROR
"Loope, CA",38.665277777,-119.696111111
"Berwyn, OK",ERROR,ERROR
"Toisnot, NC",ERROR,ERROR
"La Cañada Flintridge, CA",34.206111111,-118.199444444
"Kilbourn City, WI",ERROR,ERROR
"St. George, SC",33.186,-80.57565
"McKnight, OK",ERROR,ERROR
"Aratapu, New Zealand",ERROR,ERROR
"Surabaya, JI, IDN",ERROR,ERROR
"Setauket, NY",40.93,-73.101944444
"LaFollette, TN",36.375,-84.1275
"Norden, NE",42.8686,-100.074
"Frisco, OK",ERROR,ERROR
"Voltaire, KS",ERROR,ERROR
"North Attleborough, MA",41.983333333,-71.333333333
"Charleston, New Zealand",-41.906,171.436
"Kirkwood, MO",38.580555555,-90.414166666
