"Georgetown, Canada",ERROR,ERROR
"McGrew, NE",41.745833333,-103.417777777
"Rondout, NY",41.9206,-73.985
"Jeffersonville, VA",ERROR,ERROR
"Hewins, KS",37.040833333,-96.408333333
"St. Mary's, OH",ERROR,ERROR
"Des Moines, WA",47.394166666,-122.318055555
"Irvington, IN",ERROR,ERROR
"Bellefonte, AL",34.711111111,-85.945277777
"Wiarton, Canada",ERROR,ERROR
"Camp Rucker, AL",ERROR,ERROR
"Bishop's Stortford, United Kingdom",ERROR,ERROR
"Lambert, OK",36.682222222,-98.424166666
"Parkland, PA",ERROR,ERROR
"Kemptville, Canada",ERROR,ERROR
"New Lisbon, OH",40.7739,-80.7675
"Monoquet, IN",41.2894,-85.8617
"Danville, MO",38.9122,-91.5297
"Brixen, Italy",ERROR,ERROR
"Kildare, OK",36.808333333,-97.05
"Texmo, OK",ERROR,ERROR
"Gainsville, AR",ERROR,ERROR
"Mercur, UT",40.3208,-112.212
"St. Cloud, MN",45.553888888,-94.170277777
"Mount Ida, New Zealand",ERROR,ERROR
"Wellsford, KS",37.6167,-99.0286
"Ft. Gibson, OK",ERROR,ERROR
"Clonmel, South Tipperary, Ireland",ERROR,ERROR
"Kensington, CT",41.635277777,-72.768611111
"Rolling Hills Estates, CA",33.786666666,-118.358333333
"East Windsor, NJ",40.2589,-74.5328
"Keystone, WV",37.415,-81.446111111
"LaBelle, FL",26.760555555,-81.439166666
"Fort Kearny, NE",ERROR,ERROR
"Kane'ohe, HI",ERROR,ERROR
"Wendell, KS",ERROR,ERROR
"St. Joseph, MO",39.768611111,-94.846638888
"Old Town, ID",ERROR,ERROR
"Alberni, Canada",ERROR,ERROR
"Radisson, Canada",ERROR,ERROR
"Meyronne, Canada",ERROR,ERROR
"Fort Washita, OK",ERROR,ERROR
"Aurora, NV",38.289167,-118.899167
"Port Darwin, Australia",ERROR,ERROR
"St. Clair Shores, MI",42.495555555,-82.900277777
"Independence, OK",35.7253,-98.9389
"Juliet, IL",ERROR,ERROR
"Goodwin, OK",ERROR,ERROR
"Fort Randall, SD",ERROR,ERROR
"Pithole City, PA",ERROR,ERROR
"Coeur d'Alene, ID",47.692777777,-116.78
"Empire City, KS",37.0892,-94.6419
"Acton, Canada",ERROR,ERROR
"Roxburgh, New Zealand",-45.54,169.314
"Geary City, KS",ERROR,ERROR
"Canal Dover, OH",ERROR,ERROR
"Buffalo, NY ;",ERROR,ERROR
"Sheffield, MO",ERROR,ERROR
"Manatee, FL",ERROR,ERROR
"County, WI",ERROR,ERROR
"Waterford, Waterford, Ireland",ERROR,ERROR
"LaRussell, MO",ERROR,ERROR
"Scullin, OK",ERROR,ERROR
"Media, KS",38.77222222,-95.20222222
"Belmont, Canada",ERROR,ERROR
"Fort Winnebago, WI",ERROR,ERROR
"Berlin, OK",35.450555555,-99.625277777
"Hill Air Force Base, UT",41.1239,-111.973
"La Grange, WI",44.015,-90.493055555
"Tokyo, 13, JP",ERROR,ERROR
"Hagers Town, MD",ERROR,ERROR
"Panola, MS",ERROR,ERROR
"Port Hudson, LA",30.6781,-91.2689
"King of Prussia, PA",40.094722222,-75.378055555
"Wilkes-Barre, PA",41.244444444,-75.878055555
"Foraker, OK",36.8725,-96.565555555
"Frankfort, MD",ERROR,ERROR
"Loyalton, SD",45.28638889,-99.27944444
"Metropolitan, Nassau County Freeport",ERROR,ERROR
"Knowles, OK",36.873611111,-100.192777777
"Orono, Canada",ERROR,ERROR
"Beaverdell, Canada",ERROR,ERROR
"Echota, GA",ERROR,ERROR
"Lemberg, Canada",ERROR,ERROR
"Highlands Ranch, CO",39.544444444,-104.968055555
"Albany, AL",ERROR,ERROR
"Rossville, OH",40.15694444,-84.23916667
"Borough Of Maidstone, United Kingdom",ERROR,ERROR
"Lowell, NE",40.6475,-98.8472
"Stockham, NE",40.715555555,-97.943611111
"Farmers Branch, TX",32.928888888,-96.8775
"Union Village, NY",ERROR,ERROR
"St. James, MN",43.982222222,-94.628055555
"Erickson, Canada",ERROR,ERROR
"Carbon, Canada",ERROR,ERROR
"Platte City, NE",ERROR,ERROR
"New Hope, MN",45.033333333,-93.383333333
"Henry, NE",41.998333333,-104.046666666
"Londonderry, Londonderry, Northern Ireland",ERROR,ERROR
"Harlem, NY",40.809033333,-73.948372222
"Brentwood, PA",40.3744,-79.9761
"Yorktown, NY",41.295555555,-73.808055555
"Dover Hill, IN",38.725,-86.8028
"Ninette, Canada",ERROR,ERROR
"Antelopeville, NE",ERROR,ERROR
"Bower, NC",ERROR,ERROR
"Gold Hill, NV",39.290555555,-119.6575
"Hoyle, OK",ERROR,ERROR
"Washtenaw, MI",ERROR,ERROR
"Macleod, Canada",ERROR,ERROR
"Prague, 10, CZ",ERROR,ERROR
"Pence, KS",38.655833333,-101.072777777
"Stickney, IL",41.8169,-87.7867
"Yilgarn, Australia",ERROR,ERROR
"Frontier City, OK",ERROR,ERROR
"McKeesport, PA",40.341877777,-79.845005555
"Wicker Park, IL",ERROR,ERROR
"Perry, NE",40.2103,-100.723
"Pleasanton, IA",40.580277777,-93.743055555
"Pinal City, AZ",33.278055555,-111.139166666
"South Port, WI",ERROR,ERROR
"St. Charles, IL",41.9192431,-88.3110121
"Greenwood, Canada",ERROR,ERROR
"Eastvale, CA",33.963055555,-117.563888888
"Rapid City, Canada",ERROR,ERROR
"Tralee, Kerry, Ireland",ERROR,ERROR
"Vliets, KS",39.7139,-96.3336
"Stewart, Canada",ERROR,ERROR
"Butler, NV",ERROR,ERROR
"Maiden, MT",ERROR,ERROR
"Keefeton, OK",35.589722222,-95.339444444
"Timisoara, TM, RO",ERROR,ERROR
"Rochester Hills, MI",42.658055555,-83.149722222
"Beaver, NE",ERROR,ERROR
"Three Forks, Canada",ERROR,ERROR
"Bidwell, CA",39.55694444,-121.46555556
"Ymir, Canada",ERROR,ERROR
"Stonington-Port, CT",ERROR,ERROR
"McClusky, ND",47.484166666,-100.442222222
"St Johns, Canada",ERROR,ERROR
"Burrowa, Australia",ERROR,ERROR
"Coral Springs, FL",26.270555555,-80.259166666
"County, KS",ERROR,ERROR
"County, GA",ERROR,ERROR
"Black Rock, NY",ERROR,ERROR
"Irasburgh, VT",ERROR,ERROR
"St. James, MI",45.751111111,-85.515555555
"Craik, Canada",ERROR,ERROR
"St Johns, AZ",ERROR,ERROR
"Speermore, OK",36.6075339,-99.991519
"Tincup, CO",38.7544,-106.478
"West Brattleboro, VT",42.855833333,-72.603055555
"Leroy, KS",38.0839,-95.6331
"Handsboro, MS",ERROR,ERROR
"Pointe-a-la-Hache, LA",29.576388888,-89.791666666
"Pearlette, KS",ERROR,ERROR
"Altyn, MT",ERROR,ERROR
"Tunbridge Wells, United Kingdom",ERROR,ERROR
"Calico, CA",34.948888888,-116.864166666
"Kaskaskia, IL",37.921388888,-89.916388888
"Forest City, CA",ERROR,ERROR
"Edinburg, IN",ERROR,ERROR
"Cheektowaga, NY",42.9039,-78.7439
"St. Peters, MO",38.778888888,-90.603055555
"Grand Gulf, MS",32.033333333,-91.0525
"Lone Tree, CO",39.5489,-104.893
"Nicola, Canada",ERROR,ERROR
"McKnight, PA",40.555,-80.03638889
"Laport, PA",ERROR,ERROR
"Seydisfjordur, Iceland",ERROR,ERROR
"Jacksonville, KS",ERROR,ERROR
"Algernon, NE",ERROR,ERROR
"East St Louis, IL",ERROR,ERROR
"Bladon Springs, AL",31.7306,-88.1975
"Cahaba, AL",32.316944,-87.101389
"Bigelow, KS",39.6333,-96.5044
"Santa Fe, KS",37.569492,-100.870778
"Leamington, United Kingdom",ERROR,ERROR
"Spout Spring, KY",ERROR,ERROR
"Almaty, KZ, KZ",ERROR,ERROR
"Aldergrove, Canada",ERROR,ERROR
"St. Anthony, ID",43.9661,-111.684
"McConnellsburg, PA",39.9325,-77.99583
"Kackley, KS",39.7,-97.8531
"South Queens, NY",ERROR,ERROR
"Epworth, United Kingdom",ERROR,ERROR
"Miniota, Canada",ERROR,ERROR
"Harlem, IL",42.34027778,-89.01777778
"County, FL",ERROR,ERROR
"Oswego Fulton, NY",ERROR,ERROR
"Casablanca, CB, MA",ERROR,ERROR
"Heber, UT",40.506666666,-111.412222222
"O' Neill, NE",ERROR,ERROR
"Lima, OK",35.173333333,-96.598333333
"New Helena, NE",41.61138889,-99.75111111
"Mount Pleasant, NY",41.1,-73.8
"Sandon, Canada",ERROR,ERROR
"Gandy, NE",41.47,-100.457777777
"Fargo Springs, KS",ERROR,ERROR
"Rockville Center, LI NY",ERROR,ERROR
"Colokan, KS",ERROR,ERROR
"Guy, KS",ERROR,ERROR
"Wellington, FL",26.655,-80.254166666
"Tyrrell, NC",ERROR,ERROR
"Corning, MO",40.2492,-95.4544
"Homer Township, IL",41.606388888,-87.964166666
"Avonlea, Canada",ERROR,ERROR
"Sweetgrass, MT",ERROR,ERROR
"Mt. Pleasant, SC",32.79407,-79.86259
"Hollywood, CA",34.098333333,-118.326666666
"Spout Springs, KY",ERROR,ERROR
"Siglufjordur, Iceland",ERROR,ERROR
"Dundaff, PA",ERROR,ERROR
"Marblehead, OH",41.53444,-82.72889
"Bridgend, United Kingdom",ERROR,ERROR
"West Tampa, FL",ERROR,ERROR
"Saxman, KS",38.280555555,-98.124166666
"Winston, NC",ERROR,ERROR
"NewYork&, Baltimore",ERROR,ERROR
"Rosedale, KS",39.0578,-94.6197
"Saudarkrokur, Iceland",ERROR,ERROR
"Naval Base Kitsap, WA",ERROR,ERROR
"Washington, OH",39.5364,-83.4356
"Little Rock, AZ",ERROR,ERROR
"McAllen, TX",26.216388888,-98.236388888
"Bangor, SD",ERROR,ERROR
"Helsinki, 18, FI",ERROR,ERROR
"Cardiff, United Kingdom",ERROR,ERROR
"Brooklyn Park, MN",45.094166666,-93.356111111
"St. Sophie, LA",ERROR,ERROR
"Wilburn, KS",ERROR,ERROR
"Otter Creek, OK",ERROR,ERROR
"Martland, NE",40.4519,-97.6714
"Staines, United Kingdom",ERROR,ERROR
"Coalton, OK",35.4975,-95.939166666
"St. Paul, MN",44.944166666,-93.093611111
"Hosmer, Canada",ERROR,ERROR
"Six Mile, AL",34.423888888,-86.756388888
"Dalry, United Kingdom",ERROR,ERROR
"Ralston, NE",41.202222222,-96.037222222
"O'Fallon, MO",38.784444444,-90.708055555
"Wakenda, MO",39.3142,-93.3772
"Havana, NY",ERROR,ERROR
"Hewitt, OK",34.1689,-97.4047
"Haskew, OK",ERROR,ERROR
"Brownington, MO",38.2458,-93.7228
"Cornish, OK",34.162777777,-97.595555555
"Bessemer, CO",ERROR,ERROR
"St. Joseph, MI",42.098055555,-86.484166666
"Merthyr Tydfil, United Kingdom",ERROR,ERROR
"Saint Marys, MO",ERROR,ERROR
"Avard, OK",36.6992,-98.79
"Northfield, KS",ERROR,ERROR
"Hillerton, CO",ERROR,ERROR
"Kennicott, AK",ERROR,ERROR
"Fort Benjamin Harrison, IN",ERROR,ERROR
"Calliope, IA",43.00777,-96.48864
"Scott AFB, IL",ERROR,ERROR
"Bigheart, OK",36.559444444,-96.161111111
"Ogden City, UT",ERROR,ERROR
"Northlake, IL",41.914302,-87.9054915
"Stoughton, Canada",ERROR,ERROR
"Onondaga Hollow, NY",ERROR,ERROR
"De Ridder, LA",ERROR,ERROR
"Santa Anita, CA",34.145555555,-118.049722222
"Owl, OK",ERROR,ERROR
"Eagle City, OK",35.933055555,-98.591666666
"Indian Head Park, IL",41.7686,-87.8975
"Davie, FL",26.081388888,-80.280277777
"Onawa City, IA",ERROR,ERROR
"Frisco, KS",37.2286346,-101.7823879
"Robinson, UT",ERROR,ERROR
"Camp Shanks, NY",ERROR,ERROR
"Lansingburgh, NY",42.7833,-73.6667
"Dublin, Dublin, Ireland",ERROR,ERROR
"Roslyn, PA",-40.335880555,175.629747222
"Eskifjordur, Iceland",ERROR,ERROR
"Page City, KS",39.0897,-101.146
"Cornplanter, PA",ERROR,ERROR
"Broad Arrow, Australia",ERROR,ERROR
"Watson, Canada",ERROR,ERROR
"Saint Elmo, CO",ERROR,ERROR
"Medina, KS",39.0778,-95.4211
"Gilead, OH",ERROR,ERROR
"DeSmet, SD",ERROR,ERROR
"Sauk Village, IL",41.4886,-87.5656
"West Eau Claire, WI",ERROR,ERROR
"Washington (DC), DC",ERROR,ERROR
"Harriston, OK",ERROR,ERROR
"Fulford, CO",39.515,-106.656
"Southbridge, New Zealand",-43.811,172.253
"Coon Rapids, MN",45.12,-93.2875
"Rio De Janeiro, RJ, BR",ERROR,ERROR
"Chernivtsi, 77, UA",ERROR,ERROR
"Hanley, Canada",ERROR,ERROR
"Yankee Jim's, CA",ERROR,ERROR
"Maysville, CO",38.5386,-106.19
"Morehead, KS",37.3842,-95.5078
"Mc'Grawville, NY",ERROR,ERROR
"Lakeside, OH",41.543333333,-82.751388888
"Lewis, OK",ERROR,ERROR
"Siboney, OK",ERROR,ERROR
"Pawnee Valley, KS",ERROR,ERROR
"Hillsboro, NC",36.070555555,-79.104166666
"Ferguson, Canada",ERROR,ERROR
"Lone Tree, NE",ERROR,ERROR
"Kingsdown, KS",37.525,-99.7586
"Sherman, MI",44.4239,-85.6967
"Rodney, MS",31.861389,-91.199722
"Knik, AK",ERROR,ERROR
"Clearview, OK",35.396666666,-96.188333333
"Tigard, OR",45.427777777,-122.778888888
"Peckham, OK",36.88694444,-97.17583333
"Bloomington, IA",ERROR,ERROR
"Marmiton, KS",ERROR,ERROR
"Oil City Franklin Clarion, PA",ERROR,ERROR
"Lashburn, Canada",ERROR,ERROR
"Scammonville, KS",ERROR,ERROR
"Wisconsin, WI",ERROR,ERROR
"Enfield, KS",ERROR,ERROR
"Capitol Hill, OK",ERROR,ERROR
"South Coffeyville, OK",36.994166666,-95.621111111
"Stecker, OK",34.9575,-98.3158
"Brooklyn Center, MN",45.074861111,-93.329638888
"Curtis, OK",ERROR,ERROR
"Bridge of Allan, United Kingdom",ERROR,ERROR
"Hilton Head, SC",ERROR,ERROR
"New Murdock, KS",ERROR,ERROR
"Buffalo Park, KS",ERROR,ERROR
"County, WV",ERROR,ERROR
"McDonough, GA",33.445,-84.149166666
", Rochester",ERROR,ERROR
"County, CA",ERROR,ERROR
"Cosmos, OK",ERROR,ERROR
"Bear River, WY",41.384166666,-111.026388888
"Kensington and Chelsea, United Kingdom",ERROR,ERROR
"County, IN",ERROR,ERROR
"Mineral Park, AZ",35.37083333,-114.15305556
"San Jacinto, TX",ERROR,ERROR
"Royalton, VT",43.816111111,-72.547222222
"Warren Township, NJ",40.6346,-74.519
"Fort Rice, ND",ERROR,ERROR
"Retford, United Kingdom",ERROR,ERROR
"West Los Angeles, CA",34.0468546,-118.430254
"Zagreb, 21, HR",ERROR,ERROR
"Bradentown, FL",ERROR,ERROR
"Lexington, KS",37.2939,-99.5994
"NewRochelle, NY",ERROR,ERROR
"Glendale, NY",40.698438888,-73.880105555
"Amherst, NY",42.978333333,-78.8
"Normandy Park, WA",47.437222222,-122.343333333
"Middle Township, NJ",39.088,-74.8376
"Russell, OK",ERROR,ERROR
"Centralia, WI",ERROR,ERROR
"McKinney, TX",33.2,-96.633333333
"Meansville, PA",ERROR,ERROR
"Candelaria, NV",38.1589,-118.089
"Cloverton, NE",ERROR,ERROR
"Jackson, MD",ERROR,ERROR
"Sault Ste Marie, MI",ERROR,ERROR
"Sleepy Hollow, NY",41.091944444,-73.864444444
"Zionville, KS",ERROR,ERROR
"Gun Barrel City, TX",32.328888888,-96.136388888
"Wano, KS",ERROR,ERROR
"Osage City, OK",ERROR,ERROR
"Fond du Lac, WI",43.775138888,-88.444905555
"Roll, OK",35.779166666,-99.711388888
"Lawrenceville, NJ",40.3028,-74.738
"Rosemont, KS",ERROR,ERROR
"Matfield, KS",ERROR,ERROR
"Wanganui, New Zealand",ERROR,ERROR
"Pershing, OK",ERROR,ERROR
"Rush Centre, KS",ERROR,ERROR
"Te Aroha, New Zealand",ERROR,ERROR
"Tunis, Tunisia, TN",ERROR,ERROR
"McKenzie, TN",36.133055555,-88.517222222
"Tuxtla Gutierrez, Mexico",ERROR,ERROR
"Lodge Pole, NE",ERROR,ERROR
"Cascade, Canada",ERROR,ERROR
"Shockeyville, KS",ERROR,ERROR
"Temuka, New Zealand",ERROR,ERROR
"Edgewater, IL",ERROR,ERROR
"Manhattan, NY",40.728333333,-73.994166666
"Van Anda, Canada",ERROR,ERROR
"Dushanbe, TJK, TJ",ERROR,ERROR
"Palm City, CA",ERROR,ERROR
"DeRuyter, NY",42.7584,-75.88436
"Waipawa, New Zealand",ERROR,ERROR
"Wien, Austria",ERROR,ERROR
"Brooksburg, IN",38.7358,-85.2456
"Maumee City, OH",ERROR,ERROR
"Hampden, KS",ERROR,ERROR
"Oamaru, New Zealand",ERROR,ERROR
"Oneida, ID",42.21,-112.52
"Haverstraw, Rockland County NY",ERROR,ERROR
"St. Neots, United Kingdom",ERROR,ERROR
"Roubaix, SD",44.2758183,-103.6663058
"Ray, AZ",33.183333333,-110.9975
"Tregola, KS",ERROR,ERROR
"Fort Steele, Canada",ERROR,ERROR
"Evansville, KS",ERROR,ERROR
"Camp Opelika, AL",ERROR,ERROR
"Grigsby, KS",ERROR,ERROR
"Pahiatua, New Zealand",ERROR,ERROR
"Rock Creek, KS",39.2458,-95.5372
"Sanatoga, PA",ERROR,ERROR
"Bonanza City, ID",ERROR,ERROR
"Lemars, IA",ERROR,ERROR
"Sault Ste. Marie, MI",46.496944444,-84.345555555
"Walkerville, MT",46.03,-112.538333333
"Itasca, KS",ERROR,ERROR
"Ogdensburgh, NY",ERROR,ERROR
"Treasure City, NV",39.229722222,-115.48
"Bancroft, KS",ERROR,ERROR
"Bookertee, OK",35.367319444,-96.083336111
"Elizabethtown, NM",36.6192,-105.284
"Throggs Neck, NY",ERROR,ERROR
"Newell, CA",41.88833333,-121.37222222
"North Pepin, WI",ERROR,ERROR
"McCook, IL",41.79833,-87.83222
"Rivers, AZ",ERROR,ERROR
"Skedee, OK",36.380833333,-96.703888888
"West New Brighton, NY",40.634722222,-74.112222222
"Buffalo, ID",ERROR,ERROR
"Akaroa, New Zealand",ERROR,ERROR
"Fallis, OK",35.749444444,-97.121666666
"Claywood, WI",ERROR,ERROR
"Plum, PA",40.498611111,-79.754444444
"County, NH",ERROR,ERROR
"Fort Adams, AK",ERROR,ERROR
"Iditarod, AK",62.544444444,-158.095277777
"Cestos, OK",ERROR,ERROR
"Cromwell, New Zealand",-45.04,169.2
"Halifax, MD",ERROR,ERROR
"Hillsborough, OH",ERROR,ERROR
"Brent, United Kingdom",ERROR,ERROR
"County, MS",ERROR,ERROR
"Keystone, OK",ERROR,ERROR
"St. Simons Island, GA",ERROR,ERROR
"HENRY County, IL",41.35,-90.14
"St Joseph, MI",ERROR,ERROR
"Greeley Center, KS",ERROR,ERROR
"FortPlain, NY",ERROR,ERROR
"Tellico Village, TN",35.7,-84.26
"Husavik, Iceland",ERROR,ERROR
"Jamesburg, NJ",40.35,-74.439166666
"Thornton, CO",39.9031,-104.954
"Cut Knife, Canada",ERROR,ERROR
"Roslyn, LI NY",ERROR,ERROR
"St. Francisville, LA",30.7847,-91.3806
"Sault St. Marie, Canada",ERROR,ERROR
"Elyton, AL",ERROR,ERROR
"Aspinwall, PA",40.4931,-79.9031
"McHenry, IL",42.339166666,-88.281666666
"Montague, MT",ERROR,ERROR
"Effington, SD",ERROR,ERROR
"Aberdeen, NJ",40.4307,-74.2235
"Manalapan, NJ",40.2824,-74.3466
"Nassau, NPI, BS",ERROR,ERROR
"Homewood, AL",33.468306,-86.808146
"Cedar Bluffs, KS",39.9789,-100.562
"Isafjordur, Iceland",ERROR,ERROR
"Robbinsville, NJ",40.2247,-74.594
"Blairmore, Canada",ERROR,ERROR
"Park, WY",ERROR,ERROR
"Watkins, NY",ERROR,ERROR
"Mondak, MT",48.0203,-104.047
"Capistrano Valley, CA",ERROR,ERROR
"Madison, MI",32.45694,-90.10833
"Town and Country, MO",38.631111111,-90.471666666
"Wauwatosa, WI",43.058888888,-88.026111111
"Brno, 64, CZ",ERROR,ERROR
"Edison, WA",48.5625,-122.436
"Bayside, WI",43.1803,-87.9047
"Byron, OK",36.902222222,-98.295
"Inangahua, New Zealand",ERROR,ERROR
"Homewood, KS",38.5147,-95.3789
"Irving, KS",39.6389,-96.5975
"Hamilton, NV",39.253055555,-115.485
"Horncastle, United Kingdom",ERROR,ERROR
"Saint Johns, OR",ERROR,ERROR
"Jonesboro, NC",ERROR,ERROR
"Oak Point, IL",39.2111,-87.9761
"Apperson, OK",ERROR,ERROR
"Diamond City, MT",ERROR,ERROR
"Alexandria, DC",ERROR,ERROR
"Jakarta, JK, IDN",ERROR,ERROR
"Indianapolis, OK",35.5514,-98.8625
"Jeffersontown, KY",38.2061,-85.5736
"Cape Prince of Wales, AK",ERROR,ERROR
"Weston-Easton, CT",ERROR,ERROR
"Optima, OK",36.759166666,-101.354444444
"Lanark, Canada",ERROR,ERROR
"Nininger, MN",44.7692,-92.9022
"Centralia, OK",36.7967,-95.3533
"Cheviot, OH",39.1578,-84.6125
"Otago, New Zealand",ERROR,ERROR
"Almas, CO",ERROR,ERROR
"Johnson, IA",ERROR,ERROR
"Fairhaven, WA",ERROR,ERROR
"Douthat, OK",36.9592,-94.8361
"Belfast, Antrim, Northern Ireland",ERROR,ERROR
"Crystal, MN",45.032777777,-93.360277777
"Omega, NE",ERROR,ERROR
"Friendville, NE",ERROR,ERROR
"DeKalb, MS",ERROR,ERROR
"Washington Township, NJ",39.7484,-75.0691
"Ravelstoke, Canada",ERROR,ERROR
"Alderley Edge, United Kingdom",ERROR,ERROR
"Canada, KS",38.3542,-97.1128
"County of Buckingham, United Kingdom",ERROR,ERROR
"Riponshire, Australia",ERROR,ERROR
"Manzanar, CA",36.74,-118.080555555
"Lovan, AL",ERROR,ERROR
"Saint Matthews, KY",ERROR,ERROR
"Bloomfield, PA",40.4183,-77.1883
"Fox Lake, MT",47.684166666,-104.625
"Pleasant Hill, NE",40.5867,-97.0817
"Carwile, OK",ERROR,ERROR
"Fairlawn, NJ",ERROR,ERROR
"Saint Thomas, VI",ERROR,ERROR
"Cleo, OK",ERROR,ERROR
"Clinton, Canada",ERROR,ERROR
"Milestone, Canada",ERROR,ERROR
"North Lemmon, ND",45.9461,-102.158
"Jurgensen, OK",ERROR,ERROR
"South Pueblo, CO",ERROR,ERROR
"Mertilla, KS",ERROR,ERROR
"Lake Lanier, GA",ERROR,ERROR
"West Union, NE",42.095,-77.725555555
"Morgan Park, IL",41.69,-87.67
"Brussels, BXL, BE",ERROR,ERROR
"Armington, MT",ERROR,ERROR
"National Park, Canada",ERROR,ERROR
"St Louis, MO",ERROR,ERROR
"Bildudalur, Iceland",ERROR,ERROR
"Avondale, AL",ERROR,ERROR
"Trargalon, Australia",ERROR,ERROR
"Martinsburg, VA",ERROR,ERROR
"Hastings, New Zealand",-39.65,176.833333333
"Westville, MS",33.8539,-88.3858
"St. Albans, VT",44.8097,-73.0872
"Keokuk Falls, OK",35.405,-96.6364
"McGrawville, NY",42.34916667,-78.2275
"DuBois, PA",41.1203,-78.7619
"Greenfield, WI",42.963055555,-87.995833333
"Morton, KS",37.2,-101.8
"Port Simpson, Canada",ERROR,ERROR
"Brookville, IA",ERROR,ERROR
"Bennett, Canada",59.85,-134.983
"Riverton, New Zealand",-46.35,168.016666666
"Lac Qui Parle, MN",45.00055556,-95.90611111
"Bismarck, KS",ERROR,ERROR
"Sacred Heart, OK",35.001111111,-96.809166666
"Fordham, KS",ERROR,ERROR
"Burry Port, United Kingdom",ERROR,ERROR
"Ybor City, FL",ERROR,ERROR
"The Woodlands, TX",30.1775,-95.503888888
"Kempton, OK",ERROR,ERROR
"Doral, FL",25.808144444,-80.353322222
"Elk Grove, IL",ERROR,ERROR
"East Las Vegas, NM",ERROR,ERROR
"Slocan, Canada",ERROR,ERROR
"Salem, KS",ERROR,ERROR
"Knowlton, IA",40.82638889,-94.33222222
"Kendall, FL",25.666666666,-80.356666666
"Fort McMurray, Canada",ERROR,ERROR
"Kiel, OK",ERROR,ERROR
"Le Loup, KS",ERROR,ERROR
"County, AZ",ERROR,ERROR
"Frunze, KYR, KG",ERROR,ERROR
"Warwick, KS",ERROR,ERROR
"Strong City, OK",35.670833333,-99.599444444
"DeWitt, NY",43.054444444,-76.079166666
"Wyandotte, KS",ERROR,ERROR
"Freeport, LI NY",ERROR,ERROR
"Paradise, NV",36.081944444,-115.124722222
"Marysville Yuba, CA",ERROR,ERROR
"Johns Creek, GA",34.0289,-84.1986
"Dingman, PA",ERROR,ERROR
"Sparta, AL",ERROR,ERROR
"Tuckerton, NJ",39.60317,-74.34015
"Highland Park, CA",ERROR,ERROR
"College Corner, IN",40.69416667,-85.885
"Willemstad, Netherlands",12.108,-68.935
"West Seneca, NY",42.85,-78.799722222
"Kailua-Kona, HI",19.65,-155.994166666
"Pine Forest, NC",ERROR,ERROR
"Castle Douglas, United Kingdom",ERROR,ERROR
"Wittsburg, AR",35.2189,-90.7017
"East Saginaw, MI",43.419,-83.947
"Bloomington, MN",44.833611111,-93.31
"Fouts, OK",ERROR,ERROR
"Kentwood, MI",42.8667,-85.6333
